input_kelas,kelas,hari,mata_kuliah,waktu,ruang,dosen,berlaku_mulai
1kb02,1KB02,Kamis,Matematika Dasar 2B,8/9,E334,R.A.SEKAR CIPTANING ANINDYA,07 Jul 2025
1kb02,1KB02,Jum'at,Algoritma & Pemrograman 2B,3/4,G234,AHMAD HIDAYAT,07 Jul 2025
1kb02,1KB02,Jum'at,Algoritma & Pemrograman 2A,7/8,G231,RAGIEL HADI PRAYITNO,07 Jul 2025
1kb02,1KB02,Sabtu,Bahasa Inggris,3/4,E524,ROSE DIANA,07 Jul 2025
1kb02,1KB02,Sabtu,Pendidikan Agama Islam,5/6,E524,FATCHULLAH ZARKASI,07 Jul 2025
1kb03,1KB03,Senin,Praktikum Teknologi Kecerdasan Artifisial,3/4,,TIM DOSEN,07 Jul 2025
1kb03,1KB03,Selasa,Teknologi Kecerdasan Artificia,,UGTV,TEAM TEACHING,07 Jul 2025
1kb03,1KB03,Rabu,Matematika Dasar 2A,1/2,D614,ALONA SITUMEANG,07 Jul 2025
1kb03,1KB03,Rabu,Algoritma & Pemrograman 2C,3/4,D614,FARIDA AMALYA,07 Jul 2025
1kb03,1KB03,Rabu,Matematika Dasar 2B,5/6,D614,DYNA PRASETYA,07 Jul 2025
1kb03,1KB03,Rabu,Algoritma & Pemrograman 2B,9/10,D636,IHSAN JATNIKA,07 Jul 2025
1kb03,1KB03,Jum'at,Fisika Dasar 2,1/2,G112,ANDINI SINTAWATI,07 Jul 2025
1kb03,1KB03,Jum'at,Algoritma & Pemrograman 2A,3/4,G112,ELVINA,07 Jul 2025
1kb03,1KB03,Jum'at,Pengantar Teknologi Informasi **,7/8,G112,MISSA LAMSANI,07 Jul 2025
1kb03,1KB03,Sabtu,Bahasa Inggris,1/2,E233,ERNA PRANATA PUTRI,07 Jul 2025
1kb03,1KB03,Sabtu,Pendidikan Agama Islam,3/4,E233,FATCHULLAH ZARKASI,07 Jul 2025
1kb03,1KB03,Sabtu,Pendidikan Kewarganegaraan,6/7,E331,RANDY,07 Jul 2025
1kb04,1KB04,Senin,Algoritma & Pemrograman 2C,1/2,J1518,MITA LAILASARI,07 Jul 2025
1kb04,1KB04,Senin,Bahasa Inggris,5/6,J1518,NURLAILA,07 Jul 2025
1kb04,1KB04,Senin,Pendidikan Kewarganegaraan,7/8,J1518,JUNAEDI ABDILLAH,07 Jul 2025
1kb04,1KB04,Selasa,Teknologi Kecerdasan Artificia,,UGTV,TEAM TEACHING,07 Jul 2025
1kb04,1KB04,Rabu,Pendidikan Agama Islam,1/2,J138,MUHAMMAD ALI,07 Jul 2025
1kb04,1KB04,Rabu,Algoritma & Pemrograman 2A,3/4,J138,NIA YUNINGSIH,07 Jul 2025
1kb04,1KB04,Rabu,Algoritma & Pemrograman 2B,6/7,J1515B,NURUL HIDAYATI NUSYIRWAN,07 Jul 2025
1kb04,1KB04,Rabu,Matematika Dasar 2A,9/10,J148,ERFIANA WAHYUNINGSIH,07 Jul 2025
1kb04,1KB04,Kamis,Matematika Dasar 2B,1/2,J1110,MOCHAMMAD KARJADI,07 Jul 2025
1kb04,1KB04,Kamis,Fisika Dasar 2,3/4,J1110,ANDINI SINTAWATI,07 Jul 2025
1kb04,1KB04,Kamis,Pengantar Teknologi Informasi **,5/6,J1110,JAMILAH,07 Jul 2025
1kb04,1KB04,Jum'at,Praktikum Teknologi Kecerdasan Artifisial,8/9,,TIM DOSEN,07 Jul 2025
1kb05,1KB05,Selasa,Teknologi Kecerdasan Artificia,,UGTV,TEAM TEACHING,07 Jul 2025
1kb05,1KB05,Selasa,Praktikum Teknologi Kecerdasan Artifisial,8/9,,TIM DOSEN,07 Jul 2025
1kb05,1KB05,Rabu,Matematika Dasar 2B,1/2,K156,ILMIYATI SARI,07 Jul 2025
1kb05,1KB05,Rabu,Pendidikan Kewarganegaraan,3/4,K281,SUPYATI,07 Jul 2025
1kb05,1KB05,Rabu,Pengantar Teknologi Informasi **,6/7,K262,MUHAMMAD MUDJIB,07 Jul 2025
1kb05,1KB05,Kamis,Algoritma & Pemrograman 2B,1/2,K131,AGUSTINE HANA MASITOH,07 Jul 2025
1kb05,1KB05,Kamis,Bahasa Inggris,4/5,K261,MARIA,07 Jul 2025
1kb05,1KB05,Jum'at,Matematika Dasar 2A,1/2,K241,ALONA SITUMEANG,07 Jul 2025
1kb05,1KB05,Jum'at,Pendidikan Agama Islam,3/4,K243,APIPUDIN,07 Jul 2025
1kb05,1KB05,Sabtu,Algoritma & Pemrograman 2C,1/2,K251,PURWANTI,07 Jul 2025
1kb05,1KB05,Sabtu,Fisika Dasar 2,3/4,K155,ANDINI SINTAWATI,07 Jul 2025
1kb05,1KB05,Sabtu,Algoritma & Pemrograman 2A,5/6,K247,MUHAMAD TAUFAN,07 Jul 2025
2kb01,2KB01,Selasa,Dasar - Dasar Telekomunikasi,1/2,G233,DYAH NUR'AININGSIH,07 Jul 2025
2kb01,2KB01,Selasa,Matematika Diskrit 2,3/4,G233,BONANG WASPADADI LIGAR,07 Jul 2025
2kb01,2KB01,Selasa,Organisasi & Ars. Komputer *,5/6,G233,SWELANDIAH ENDAH PRATIWI,07 Jul 2025
2kb01,2KB01,Rabu,Matematika Lanjut 2 *,6/7/8,G216,ENDAH BUDIYATI,07 Jul 2025
2kb01,2KB01,Jum'at,Bahasa Inggris Bisnis,1/2,G228,ZAINAL RIADI,07 Jul 2025
2kb01,2KB01,Jum'at,Sistem Digital *,3/4,G228,MISSA LAMSANI,07 Jul 2025
2kb01,2KB01,Jum'at,Pengolahan Sinyal Digital,7/8,G126,HARTONO SISWONO,07 Jul 2025
2kb01,2KB01,Sabtu,Statistika&Probabilitas Terapa,3/4,G229,DIAN FEBRIYANTO PUTRA,07 Jul 2025
2kb01,2KB01,Sabtu,Elektronika Lanjut,5/6,G229,SUHARTINI,07 Jul 2025
2kb02,2KB02,Selasa,Dasar - Dasar Telekomunikasi,3/4,G434,DYAH NUR'AININGSIH,07 Jul 2025
2kb02,2KB02,Selasa,Matematika Diskrit 2,5/6,G434,BONANG WASPADADI LIGAR,07 Jul 2025
2kb02,2KB02,Selasa,Organisasi & Ars. Komputer *,7/8,G434,SWELANDIAH ENDAH PRATIWI,07 Jul 2025
2kb02,2KB02,Rabu,Matematika Lanjut 2 *,5/6/7,G242,AINI SURI TALITA,07 Jul 2025
2kb02,2KB02,Jum'at,Sistem Digital *,1/2,G125,MISSA LAMSANI,07 Jul 2025
2kb02,2KB02,Jum'at,Pengolahan Sinyal Digital,3/4,G125,HARTONO SISWONO,07 Jul 2025
2kb02,2KB02,Jum'at,Bahasa Inggris Bisnis,7/8,G124,TIARMA IKA YULIANA,07 Jul 2025
2kb02,2KB02,Sabtu,Statistika&Probabilitas Terapa,5/6,G132,DIAN FEBRIYANTO PUTRA,07 Jul 2025
2kb02,2KB02,Sabtu,Elektronika Lanjut,7/8,G132,SUHARTINI,07 Jul 2025
2kb03,2KB03,Rabu,Matematika Lanjut 2 *,1/2/3,J1425,ICHSANI MURSIDAH,07 Jul 2025
2kb03,2KB03,Rabu,Organisasi & Ars. Komputer *,4/5,J1425,SWELANDIAH ENDAH PRATIWI,07 Jul 2025
2kb03,2KB03,Rabu,Matematika Diskrit 2,7/8,J118,RADEN ANDHIKA PRIHESTIRA HARTADI,07 Jul 2025
2kb03,2KB03,Rabu,Statistika&Probabilitas Terapa,9/10,J118,SIGIT MUHAMAD YAKUB,07 Jul 2025
2kb03,2KB03,Kamis,Pengolahan Sinyal Digital,3/4,J1317,JAMILAH,07 Jul 2025
2kb03,2KB03,Kamis,Sistem Digital *,7/8,J119,DHATU PARAGYA,07 Jul 2025
2kb03,2KB03,Sabtu,Dasar - Dasar Telekomunikasi,1/2,J60904,R.A.SEKAR CIPTANING ANINDYA,07 Jul 2025
2kb03,2KB03,Sabtu,Elektronika Lanjut,3/4,J60904,TRI NUR ARIFIN,07 Jul 2025
2kb03,2KB03,Sabtu,Bahasa Inggris Bisnis,5/6,J60904,STELLA AMANDA,07 Jul 2025
2kb04,2KB04,Senin,Matematika Diskrit 2,1/2,K291,NURMA NUGRAHA,07 Jul 2025
2kb04,2KB04,Senin,Pengolahan Sinyal Digital,3/4,K258,NUR SULTAN SALAHUDDIN,07 Jul 2025
2kb04,2KB04,Selasa,Organisasi & Ars. Komputer *,1/2,K165,MUHAMMAD MUDJIB,07 Jul 2025
2kb04,2KB04,Selasa,Bahasa Inggris Bisnis,3/4,K165,MARIA,07 Jul 2025
2kb04,2KB04,Rabu,Matematika Lanjut 2 *,3/4/5,K156,ILMIYATI SARI,07 Jul 2025
2kb04,2KB04,Jum'at,Elektronika Lanjut,1/2,K245,BAYU KUMORO YAKTI,07 Jul 2025
2kb04,2KB04,Jum'at,Dasar - Dasar Telekomunikasi,3/4,K241,ALONA SITUMEANG,07 Jul 2025
2kb04,2KB04,Sabtu,Sistem Digital *,1/2,K166,MISSA LAMSANI,07 Jul 2025
2kb04,2KB04,Sabtu,Statistika&Probabilitas Terapa,3/4,K255,RISKAYANTO,07 Jul 2025
2kb05,2KB05,Senin,Dasar-dasar Telekomunikasi,2/3,F4184,RIDHA ISKANDAR,07 Jul 2025
2kb05,2KB05,Senin,Matematika Lanjut 2 *,4/5,F4184,DEWI PUTRIE LESTARI,07 Jul 2025
2kb05,2KB05,Selasa,Organisasi & Arsitektur Komputer *,2/3,F4184,MAULANA MUJAHIDIN,07 Jul 2025
2kb05,2KB05,Selasa,Matematika Diskrit 2,4/5,F4184,NURMA NUGRAHA,07 Jul 2025
2kb05,2KB05,Selasa,Sistem Waktu Nyata,7/8,F4184,SINGGIH JATMIKO,07 Jul 2025
2kb05,2KB05,Rabu,Praktikum Elektronika Dasar,2/3,Lab,IWAN,07 Jul 2025
2kb05,2KB05,Rabu,Praktikum Sistem Digital,7/8,Lab,IWAN,07 Jul 2025
2kb05,2KB05,Kamis,Elektronika Lanjut,1/2,F4184,NUR SULTAN SALAHUDDIN,07 Jul 2025
2kb05,2KB05,Kamis,Sistem Digital *,3/4,F4184,MISSA LAMSANI,07 Jul 2025
2kb05,2KB05,Jumat,Komputer Vision,1/2,F4184,AVINANTA TARIGAN,07 Jul 2025
2kb05,2KB05,Jumat,Statistika dan Probabilitas Terapan,3/4,F4184,DESTI RIMINARSIH,07 Jul 2025
2kb05,2KB05,Jumat,Pengolahan Sinyal Digital,7/8,F4184,MUDRIKA,07 Jul 2025
3kb01,3KB01B,Senin,Tatap Muka Penulisan Ilmiah,1/2,E213,FITRI SJAFRINA,07 Jul 2025
3kb01,3KB01C,Senin,Tatap Muka Penulisan Ilmiah,1/2,E213,MATIAS KRISTIAN KELVIANDY,07 Jul 2025
3kb01,3KB01A,Senin,Tatap Muka Penulisan Ilmiah,1/2,E213,MISSA LAMSANI,07 Jul 2025
3kb01,3KB01D,Senin,Tatap Muka Penulisan Ilmiah,1/2,E213,SUHARTINI,07 Jul 2025
3kb01,3KB01E,Senin,Tatap Muka Penulisan Ilmiah,1/2,E213,YULI FITRIYANI,07 Jul 2025
3kb01,3KB01,Senin,Jaringan Komputer Lanjut,3/4,E247,VIVIEN NOVA FITHRIANA,07 Jul 2025
3kb01,3KB01,Senin,Internet of Things (IoT),5/6,E247,PURNAWARMAN MUSA,07 Jul 2025
3kb01,3KB01,Senin,Robotika Dasar *,9/10,E217,LINGGA HERMANTO,07 Jul 2025
3kb01,3KB01,Kamis,Sistem Tertanam (Embedded) *,1/2/3,D623,RIDHA ISKANDAR,07 Jul 2025
3kb01,3KB01,Kamis,Pengantarmukaan Perif.Komputer *,6/7,D644,RAGIEL HADI PRAYITNO,07 Jul 2025
3kb01,3KB01,Kamis,Sistem Cerdas Lanjut,8/9,D644,NUR SULTAN SALAHUDDIN,07 Jul 2025
3kb01,3KB01,Jum'at,Terapan Teori Graf,,UGTV,TEAM TEACHING,07 Jul 2025
3kb01,3KB01,Jum'at,Praktikum Terapan Teori Graf,6/7,,TIM DOSEN,07 Jul 2025
3kb02,3KB02D,Senin,Tatap Muka Penulisan Ilmiah,1/2,E218,ELVINA,07 Jul 2025
3kb02,3KB02B,Senin,Tatap Muka Penulisan Ilmiah,1/2,E218,FAUZIAH SUPARDI,07 Jul 2025
3kb02,3KB02C,Senin,Tatap Muka Penulisan Ilmiah,1/2,E218,JALINAS,07 Jul 2025
3kb02,3KB02A,Senin,Tatap Muka Penulisan Ilmiah,1/2,E218,YASMAN RIANTO,07 Jul 2025
3kb02,3KB02,Senin,Internet of Things (IoT),3/4,E212,PURNAWARMAN MUSA,07 Jul 2025
3kb02,3KB02,Senin,Robotika Dasar *,7/8,E212,LINGGA HERMANTO,07 Jul 2025
3kb02,3KB02,Senin,Jaringan Komputer Lanjut,9/10,E212,CECEP SUPRAYOGI,07 Jul 2025
3kb02,3KB02,Kamis,Pengantarmukaan Perif.Komputer *,1/2,D612,FARID THALIB,07 Jul 2025
3kb02,3KB02,Kamis,Sistem Cerdas Lanjut,3/4,D612,NUR SULTAN SALAHUDDIN,07 Jul 2025
3kb02,3KB02,Kamis,Sistem Tertanam (Embedded) *,5/6/7,D612,RIDHA ISKANDAR,07 Jul 2025
3kb02,3KB02,Jum'at,Terapan Teori Graf,,UGTV,TEAM TEACHING,07 Jul 2025
3kb02,3KB02,Jum'at,Praktikum Terapan Teori Graf,6/7,,TIM DOSEN,07 Jul 2025
3kb03,3KB03,Senin,Internet of Things (IoT),1/2,E216,PURNAWARMAN MUSA,07 Jul 2025
3kb03,3KB03,Senin,Robotika Dasar *,3/4,E216,LINGGA HERMANTO,07 Jul 2025
3kb03,3KB03,Senin,Jaringan Komputer Lanjut,6/7,E524,VIVIEN NOVA FITHRIANA,07 Jul 2025
3kb03,3KB03E,Senin,Tatap Muka Penulisan Ilmiah,8/9,F8483,YOGI PERMADI,07 Jul 2025
3kb03,3KB03D,Kamis,Tatap Muka Penulisan Ilmiah,1/2,D647,ALFIE SYAHRI,07 Jul 2025
3kb03,3KB03A,Kamis,Tatap Muka Penulisan Ilmiah,1/2,D647,BINTANG EKA PUTERA,07 Jul 2025
3kb03,3KB03B,Kamis,Tatap Muka Penulisan Ilmiah,1/2,D647,HENDRI DWI PUTRA,07 Jul 2025
3kb03,3KB03C,Kamis,Tatap Muka Penulisan Ilmiah,1/2,D647,MAULANA MUJAHIDIN,07 Jul 2025
3kb03,3KB03,Kamis,Pengantarmukaan Perif.Komputer *,3/4,D653,FARID THALIB,07 Jul 2025
3kb03,3KB03,Kamis,Sistem Cerdas Lanjut,6/7,D661,NUR SULTAN SALAHUDDIN,07 Jul 2025
3kb03,3KB03,Kamis,Sistem Tertanam (Embedded) *,8/9/10,D661,RIDHA ISKANDAR,07 Jul 2025
3kb03,3KB03,Jum'at,Terapan Teori Graf,,UGTV,TEAM TEACHING,07 Jul 2025
3kb03,3KB03,Jum'at,Praktikum Terapan Teori Graf,8/9,,TIM DOSEN,07 Jul 2025
3kb04,3KB04,Senin,Praktikum Terapan Teori Graf,6/7,,TIM DOSEN,07 Jul 2025
3kb04,3KB04,Rabu,Sistem Tertanam (Embedded) *,1/2/3,J1417,RIDHA ISKANDAR,07 Jul 2025
3kb04,3KB04,Rabu,Pengantarmukaan Perif.Komputer *,5/6,J1516A,RAGIEL HADI PRAYITNO,07 Jul 2025
3kb04,3KB04,Rabu,Sistem Cerdas Lanjut,7/8,J1516A,MUDRIKA,07 Jul 2025
3kb04,3KB04,Rabu,Jaringan Komputer Lanjut,9/10,J1516A,DWI WIDIASTUTI,07 Jul 2025
3kb04,3KB04,Kamis,Robotika Dasar *,1/2,J137,ATIT PERTIWI,07 Jul 2025
3kb04,3KB04,Kamis,Internet of Things (IoT),3/4,J137,PURNAWARMAN MUSA,07 Jul 2025
3kb04,3KB04B,Kamis,Tatap Muka Penulisan Ilmiah,6/7,J1111,ITA RUSMALA DEWI,07 Jul 2025
3kb04,3KB04A,Kamis,Tatap Muka Penulisan Ilmiah,6/7,J1111,MARIZA WIJAYANTI,07 Jul 2025
3kb04,3KB04C,Kamis,Tatap Muka Penulisan Ilmiah,6/7,J1111,MUDRIKA,07 Jul 2025
3kb04,3KB04E,Kamis,Tatap Muka Penulisan Ilmiah,8/9,J1524,BUDI UTAMI FAHNUN,07 Jul 2025
3kb04,3KB04D,Kamis,Tatap Muka Penulisan Ilmiah,8/9,J1524,SUTRESNA WATI,07 Jul 2025
3kb04,3KB04,Jum'at,Terapan Teori Graf,,UGTV,TEAM TEACHING,07 Jul 2025
3kb05,3KB05,Senin,Jaringan Komputer Lanjut,1/2,K262,MAULANA MUJAHIDIN,07 Jul 2025
3kb05,3KB05B,Senin,Tatap Muka Penulisan Ilmiah,3/4,K262,MAULANA MUJAHIDIN,07 Jul 2025
3kb05,3KB05,Senin,Sistem Tertanam (Embedded) *,5/6/7,K258,NUR SULTAN SALAHUDDIN,07 Jul 2025
3kb05,3KB05,Selasa,Internet of Things (IoT),1/2,K253,PURNAWARMAN MUSA,07 Jul 2025
3kb05,3KB05C,Selasa,Tatap Muka Penulisan Ilmiah,8/9,K153,ARY BIMA KURNIAWAN,07 Jul 2025
3kb05,3KB05,Kamis,Pengantarmukaan Perif.Komputer *,3/4,K264,MUHAMMAD SUBALI,07 Jul 2025
3kb05,3KB05,Jum'at,Terapan Teori Graf,,UGTV,TEAM TEACHING,07 Jul 2025
3kb05,3KB05,Jum'at,Praktikum Terapan Teori Graf,6/7,,TIM DOSEN,07 Jul 2025
3kb05,3KB05,Sabtu,Robotika Dasar *,1/2,K246,MARA NUGRAHA,07 Jul 2025
3kb05,3KB05,Sabtu,Sistem Cerdas Lanjut,3/4,K156,ATIT PERTIWI,07 Jul 2025
3kb05,3KB05A,Sabtu,Tatap Muka Penulisan Ilmiah,5/6,K166,MISSA LAMSANI,07 Jul 2025
4kb01,4KB01,Senin,Sistem Waktu Nyata,3/4,G139,FARID THALIB,07 Jul 2025
4kb01,4KB01,Senin,Analisis Kinerja Sistem,5/6,G139,DYAH ANGGRAINI,07 Jul 2025
4kb01,4KB01,Senin,Komputer Vision,7/8,G139,MOHAMMAD IQBAL,07 Jul 2025
4kb01,4KB01,Selasa,Pengantar Ubiquitus Computing,1/2,G113,SINGGIH JATMIKO,07 Jul 2025
4kb01,4KB01,Selasa,Simulasi & Pemodelan,3/4,G113,AVINANTA TARIGAN,07 Jul 2025
4kb01,4KB01,Selasa,Kewirausahaan Teknologi Inf.,6/7,G133,NOOR VIKA HIZVIANI,07 Jul 2025
4kb01,4KB01,Selasa,Sistem Multimedia,8/9,G133,MISSA LAMSANI,07 Jul 2025
4kb02,4KB02,Senin,Pengantar Ubiquitus Computing,1/2,G249,SINGGIH JATMIKO,07 Jul 2025
4kb02,4KB02,Senin,Komputer Vision,3/4,G249,MOHAMMAD IQBAL,07 Jul 2025
4kb02,4KB02,Senin,Sistem Waktu Nyata,6/7,G232,FARID THALIB,07 Jul 2025
4kb02,4KB02,Senin,Analisis Kinerja Sistem,9/10,G232,MUJI LESTARI,07 Jul 2025
4kb02,4KB02,Selasa,Kewirausahaan Teknologi Inf.,1/2,G238,NOOR VIKA HIZVIANI,07 Jul 2025
4kb02,4KB02,Selasa,Sistem Multimedia,3/4,G238,MISSA LAMSANI,07 Jul 2025
4kb02,4KB02,Selasa,Simulasi & Pemodelan,7/8,G137,AVINANTA TARIGAN,07 Jul 2025
4kb03,4KB03,Senin,Komputer Vision,1/2,G343,MOHAMMAD IQBAL,07 Jul 2025
4kb03,4KB03,Senin,Pengantar Ubiquitus Computing,3/4,G343,SINGGIH JATMIKO,07 Jul 2025
4kb03,4KB03,Senin,Analisis Kinerja Sistem,7/8,G115,MUJI LESTARI,07 Jul 2025
4kb03,4KB03,Senin,Sistem Waktu Nyata,9/10,G115,FARID THALIB,07 Jul 2025
4kb03,4KB03,Selasa,Simulasi & Pemodelan,1/2,G115,AVINANTA TARIGAN,07 Jul 2025
4kb03,4KB03,Selasa,Kewirausahaan Teknologi Inf.,3/4,G115,NOOR VIKA HIZVIANI,07 Jul 2025
4kb03,4KB03,Selasa,Sistem Multimedia,6/7,G115,MISSA LAMSANI,07 Jul 2025
4kb04,4KB04,Rabu,Komputer Vision,1/2,J1613,MUHAMMAD ACHSAN ISA AL ANSHORI,07 Jul 2025
4kb04,4KB04,Rabu,Sistem Multimedia,3/4,J1613,ARIMBI KURNIASARI,07 Jul 2025
4kb04,4KB04,Rabu,Simulasi & Pemodelan,7/8,J129,RAGIEL HADI PRAYITNO,07 Jul 2025
4kb04,4KB04,Rabu,Analisis Kinerja Sistem,9/10,J129,MUDRIKA,07 Jul 2025
4kb04,4KB04,Kamis,Sistem Waktu Nyata,1/2,J1115A,ANDINI SINTAWATI,07 Jul 2025
4kb04,4KB04,Kamis,Kewirausahaan Teknologi Inf.,3/4,J1115A,KARTIKA NOR RAMADHA,07 Jul 2025
4kb04,4KB04,Kamis,Pengantar Ubiquitus Computing,6/7,J1115A,PURNAWARMAN MUSA,07 Jul 2025
4kb05,4KB05,Selasa,Komputer Vision,1/2,K252,YOGI PERMADI,07 Jul 2025
4kb05,4KB05,Selasa,Analisis Kinerja Sistem,3/4,K253,PURNAWARMAN MUSA,07 Jul 2025
4kb05,4KB05,Kamis,Pengantar Ubiquitus Computing,1/2,K274,SINGGIH JATMIKO,07 Jul 2025
4kb05,4KB05,Sabtu,Kewirausahaan Teknologi Inf.,1/2,K156,ATIT PERTIWI,07 Jul 2025
4kb05,4KB05,Sabtu,Sistem Multimedia,3/4,K166,MISSA LAMSANI,07 Jul 2025
4kb05,4KB05,Sabtu,Sistem Waktu Nyata,5/6,K155,ANDINI SINTAWATI,07 Jul 2025
4kb05,4KB05,Sabtu,Simulasi & Pemodelan,7/8,K246,MARA NUGRAHA,07 Jul 2025
4kb06,4KB06,Senin,Matematika Diskrit 2,1/2,F144,MARIZA WIJAYANTI,07 Jul 2025
4kb06,4KB06,Senin,Pengolahan Sinyal Digital,3/4,F144,JAMILAH,07 Jul 2025
4kb06,4KB06,Senin,Algoritma & Pemrograman 2,6/7,F144,FARIDA AMALYA,07 Jul 2025
4kb06,4KB06,Senin,Sistem Cerdas Lanjut,8/9,F144,YOGI PERMADI,07 Jul 2025
4kb06,4KB06,Selasa,Dasar-dasar Telekomunikasi,1/2,F144,ANDINI SINTAWATI,07 Jul 2025
4kb06,4KB06,Selasa,Internet of Things (IoT),3/4,F144,FARID THALIB,07 Jul 2025
4kb06,4KB06,Selasa,Computer Vision,6/7,F144,TUBAGUS MAULANA KUSUMA,07 Jul 2025
